annee,Num_Acc,num_veh,obsm,choc
2005,200500003117,A01,2 - Véhicule,0 - Aucun
2005,200500003117,B01,2 - Véhicule,0 - Aucun
2005,200500003120,A01,1 - Piéton,0 - Aucun
2005,200500003122,A01,2 - Véhicule,0 - Aucun
2005,200500003130,A01,1 - Piéton,0 - Aucun
2005,200500003158,A01,2 - Véhicule,0 - Aucun
2005,200500003163,A01,4 - Véhicule sur rail,0 - Aucun
2005,200500003168,B01,9 - Autre,0 - Aucun
2005,200500003179,B01,2 - Véhicule,0 - Aucun
2005,200500003187,E01,2 - Véhicule,0 - Aucun
2005,200500003220,B01,2 - Véhicule,0 - Aucun
2005,200500003236,A01,1 - Piéton,0 - Aucun
2005,200500003243,C01,2 - Véhicule,0 - Aucun
2005,200500003333,A01,1 - Piéton,0 - Aucun
2005,200500003359,B01,2 - Véhicule,0 - Aucun
2005,200500003375,B01,2 - Véhicule,0 - Aucun
2005,200500003378,A01,2 - Véhicule,0 - Aucun
2005,200500003384,A01,2 - Véhicule,0 - Aucun
2005,200500003413,A01,2 - Véhicule,0 - Aucun
2005,200500003453,A01,1 - Piéton,0 - Aucun
2005,200500003467,A01,2 - Véhicule,0 - Aucun
2005,200500003478,A01,1 - Piéton,0 - Aucun
2005,200500003530,A01,2 - Véhicule,0 - Aucun
2005,200500003530,B01,9 - Autre,0 - Aucun
2005,200500003534,A01,2 - Véhicule,0 - Aucun
2005,200500003535,A01,1 - Piéton,0 - Aucun
2005,200500003540,A01,1 - Piéton,0 - Aucun
2005,200500003541,A01,1 - Piéton,0 - Aucun
2005,200500003544,A01,1 - Piéton,0 - Aucun
2005,200500003548,A01,2 - Véhicule,0 - Aucun
2005,200500003549,A01,2 - Véhicule,0 - Aucun
2005,200500003549,B01,2 - Véhicule,0 - Aucun
2005,200500003554,A01,1 - Piéton,0 - Aucun
2005,200500003572,A01,2 - Véhicule,0 - Aucun
2005,200500003587,B01,2 - Véhicule,0 - Aucun
2005,200500003588,B01,2 - Véhicule,0 - Aucun
2005,200500003592,A01,1 - Piéton,0 - Aucun
2005,200500003624,A01,2 - Véhicule,0 - Aucun
2005,200500003624,B01,2 - Véhicule,0 - Aucun
2005,200500003625,B01,2 - Véhicule,0 - Aucun
2005,200500003627,B01,2 - Véhicule,0 - Aucun
2005,200500003627,A01,2 - Véhicule,0 - Aucun
2005,200500003667,B01,2 - Véhicule,0 - Aucun
2005,200500003682,B01,2 - Véhicule,0 - Aucun
2005,200500003721,B01,2 - Véhicule,0 - Aucun
2005,200500003789,A01,2 - Véhicule,0 - Aucun
2005,200500003790,A01,1 - Piéton,0 - Aucun
2005,200500003845,A01,1 - Piéton,0 - Aucun
2005,200500003880,A01,2 - Véhicule,0 - Aucun
2005,200500003948,A01,2 - Véhicule,0 - Aucun
2005,200500003978,B01,2 - Véhicule,0 - Aucun
2005,200500003988,A01,1 - Piéton,0 - Aucun
2005,200500004008,A01,1 - Piéton,0 - Aucun
2005,200500004021,B01,2 - Véhicule,0 - Aucun
2005,200500004048,B01,2 - Véhicule,0 - Aucun
2005,200500004049,A01,2 - Véhicule,0 - Aucun
2005,200500004062,B01,2 - Véhicule,0 - Aucun
2005,200500004062,A01,9 - Autre,0 - Aucun
2005,200500004063,A01,1 - Piéton,0 - Aucun
2005,200500004064,A01,1 - Piéton,0 - Aucun
2005,200500004070,A01,1 - Piéton,0 - Aucun
2005,200500004071,A01,1 - Piéton,0 - Aucun
2005,200500004084,A01,1 - Piéton,0 - Aucun
2005,200500004085,A01,1 - Piéton,0 - Aucun
2005,200500004087,A01,9 - Autre,0 - Aucun
2005,200500004091,A01,2 - Véhicule,0 - Aucun
2005,200500004091,B01,2 - Véhicule,0 - Aucun
2005,200500004093,A01,2 - Véhicule,0 - Aucun
2005,200500004108,A01,2 - Véhicule,0 - Aucun
2005,200500004110,A01,1 - Piéton,0 - Aucun
2005,200500004119,B01,2 - Véhicule,0 - Aucun
2005,200500004120,B01,2 - Véhicule,0 - Aucun
2005,200500004162,A01,1 - Piéton,0 - Aucun
2005,200500004175,A01,2 - Véhicule,0 - Aucun
2005,200500004184,A01,2 - Véhicule,0 - Aucun
2005,200500004277,B01,2 - Véhicule,0 - Aucun
2005,200500004396,A01,1 - Piéton,0 - Aucun
2005,200500004406,A01,1 - Piéton,0 - Aucun
2005,200500004459,A01,2 - Véhicule,0 - Aucun
2005,200500004507,A01,2 - Véhicule,0 - Aucun
2005,200500004509,B01,2 - Véhicule,0 - Aucun
2005,200500004588,A01,2 - Véhicule,0 - Aucun
2005,200500004655,A01,1 - Piéton,0 - Aucun
2005,200500004693,A01,2 - Véhicule,0 - Aucun
2005,200500004733,A01,1 - Piéton,0 - Aucun
2005,200500004741,B01,2 - Véhicule,0 - Aucun
2005,200500004861,A01,2 - Véhicule,0 - Aucun
2005,200500004977,A01,2 - Véhicule,0 - Aucun
2005,200500005166,A01,1 - Piéton,0 - Aucun
2005,200500005247,A01,1 - Piéton,0 - Aucun
2005,200500005253,B01,2 - Véhicule,0 - Aucun
2005,200500005279,A01,2 - Véhicule,0 - Aucun
2005,200500005406,B01,2 - Véhicule,0 - Aucun
2005,200500005426,A01,2 - Véhicule,0 - Aucun
2005,200500005438,A01,2 - Véhicule,0 - Aucun
2005,200500005468,B01,2 - Véhicule,0 - Aucun
2005,200500005483,A01,9 - Autre,0 - Aucun
2005,200500005507,A01,2 - Véhicule,0 - Aucun
2005,200500005636,A01,1 - Piéton,0 - Aucun
2005,200500005668,A01,2 - Véhicule,0 - Aucun
2005,200500005688,B01,2 - Véhicule,0 - Aucun
2005,200500005690,B01,2 - Véhicule,0 - Aucun
2005,200500005690,A01,2 - Véhicule,0 - Aucun
2005,200500005701,A01,2 - Véhicule,0 - Aucun
2005,200500005701,B01,9 - Autre,0 - Aucun
2005,200500005704,A01,2 - Véhicule,0 - Aucun
2005,200500005704,B01,2 - Véhicule,0 - Aucun
2005,200500005709,A01,1 - Piéton,0 - Aucun
2005,200500005727,A01,2 - Véhicule,0 - Aucun
2005,200500005727,B01,2 - Véhicule,0 - Aucun
2005,200500005730,A01,1 - Piéton,0 - Aucun
2005,200500005753,A01,2 - Véhicule,0 - Aucun
2005,200500005755,A01,9 - Autre,0 - Aucun
2005,200500005762,A01,1 - Piéton,0 - Aucun
2005,200500005813,A01,1 - Piéton,0 - Aucun
2005,200500005900,A01,2 - Véhicule,0 - Aucun
2005,200500005940,A01,2 - Véhicule,0 - Aucun
2005,200500005952,A01,1 - Piéton,0 - Aucun
2005,200500005968,A01,2 - Véhicule,0 - Aucun
2005,200500006001,A01,2 - Véhicule,0 - Aucun
2005,200500006017,B01,2 - Véhicule,0 - Aucun
2005,200500006069,A01,1 - Piéton,0 - Aucun
2005,200500006080,A01,1 - Piéton,0 - Aucun
2005,200500006085,A01,1 - Piéton,0 - Aucun
2005,200500006096,A01,2 - Véhicule,0 - Aucun
2005,200500006097,B01,2 - Véhicule,0 - Aucun
2005,200500006109,A01,9 - Autre,0 - Aucun
2005,200500006116,A01,1 - Piéton,0 - Aucun
2005,200500006122,B01,2 - Véhicule,0 - Aucun
2005,200500006134,A01,2 - Véhicule,0 - Aucun
2005,200500006168,A01,1 - Piéton,0 - Aucun
2005,200500006175,A01,2 - Véhicule,0 - Aucun
2005,200500006179,B01,2 - Véhicule,0 - Aucun
2005,200500006199,A01,1 - Piéton,0 - Aucun
2005,200500006222,A01,2 - Véhicule,0 - Aucun
2005,200500006222,B01,2 - Véhicule,0 - Aucun
2005,200500006261,C01,2 - Véhicule,0 - Aucun
2005,200500006305,B01,2 - Véhicule,0 - Aucun
2005,200500006425,D01,2 - Véhicule,0 - Aucun
2005,200500006505,A01,2 - Véhicule,0 - Aucun
2005,200500006505,B01,2 - Véhicule,0 - Aucun
2005,200500006564,A01,2 - Véhicule,0 - Aucun
2005,200500006613,A01,1 - Piéton,0 - Aucun
2005,200500006614,A01,2 - Véhicule,0 - Aucun
2005,200500006640,B01,2 - Véhicule,0 - Aucun
2005,200500006641,A01,2 - Véhicule,0 - Aucun
2005,200500006665,A01,2 - Véhicule,0 - Aucun
2005,200500006711,A01,1 - Piéton,0 - Aucun
2005,200500006779,A01,2 - Véhicule,0 - Aucun
2005,200500006797,A01,2 - Véhicule,0 - Aucun
2005,200500006797,B01,2 - Véhicule,0 - Aucun
2005,200500006805,A01,1 - Piéton,0 - Aucun
2005,200500006881,B01,2 - Véhicule,0 - Aucun
2005,200500006890,A01,2 - Véhicule,0 - Aucun
2005,200500006890,B01,2 - Véhicule,0 - Aucun
2005,200500007052,A01,2 - Véhicule,0 - Aucun
2005,200500007052,B01,2 - Véhicule,0 - Aucun
2005,200500007060,A01,2 - Véhicule,0 - Aucun
2005,200500007060,B01,2 - Véhicule,0 - Aucun
2005,200500007061,A01,2 - Véhicule,0 - Aucun
2005,200500007065,A01,2 - Véhicule,0 - Aucun
2005,200500007069,A01,1 - Piéton,0 - Aucun
2005,200500007074,A01,2 - Véhicule,0 - Aucun
2005,200500007080,A01,2 - Véhicule,0 - Aucun
2005,200500007080,B01,2 - Véhicule,0 - Aucun
2005,200500007082,A01,2 - Véhicule,0 - Aucun
2005,200500007084,A01,1 - Piéton,0 - Aucun
2005,200500007106,A01,2 - Véhicule,0 - Aucun
2005,200500007109,A01,1 - Piéton,0 - Aucun
2005,200500007110,B01,2 - Véhicule,0 - Aucun
2005,200500007134,A01,1 - Piéton,0 - Aucun
2005,200500007135,B01,2 - Véhicule,0 - Aucun
2005,200500007156,A01,2 - Véhicule,0 - Aucun
2005,200500007156,B01,2 - Véhicule,0 - Aucun
2005,200500007176,A01,2 - Véhicule,0 - Aucun
2005,200500007178,B01,2 - Véhicule,0 - Aucun
2005,200500007182,A01,2 - Véhicule,0 - Aucun
2005,200500007182,B01,2 - Véhicule,0 - Aucun
2005,200500007204,A01,1 - Piéton,0 - Aucun
2005,200500007229,A01,2 - Véhicule,0 - Aucun
2005,200500007283,A01,1 - Piéton,0 - Aucun
2005,200500007328,A01,2 - Véhicule,0 - Aucun
2005,200500007343,A01,2 - Véhicule,0 - Aucun
2005,200500007410,A01,1 - Piéton,0 - Aucun
2005,200500007428,A01,1 - Piéton,0 - Aucun
2005,200500007459,A01,2 - Véhicule,0 - Aucun
2005,200500007496,B01,2 - Véhicule,0 - Aucun
2005,200500007546,A01,2 - Véhicule,0 - Aucun
2005,200500007549,A01,2 - Véhicule,0 - Aucun
2005,200500007561,A01,9 - Autre,0 - Aucun
2005,200500007568,A01,1 - Piéton,0 - Aucun
2005,200500007584,A01,1 - Piéton,0 - Aucun
2005,200500007587,A01,2 - Véhicule,0 - Aucun
2005,200500007597,A01,1 - Piéton,0 - Aucun
2005,200500007601,A01,1 - Piéton,0 - Aucun
2005,200500007625,B01,2 - Véhicule,0 - Aucun
2005,200500007666,A01,1 - Piéton,0 - Aucun
2005,200500007667,A01,1 - Piéton,0 - Aucun
2005,200500007673,A01,1 - Piéton,0 - Aucun
2005,200500007689,B01,9 - Autre,0 - Aucun
2005,200500007690,A01,1 - Piéton,0 - Aucun
2005,200500007693,A01,1 - Piéton,0 - Aucun
2005,200500007695,B01,2 - Véhicule,0 - Aucun
2005,200500007709,A01,2 - Véhicule,0 - Aucun
2005,200500007709,B01,2 - Véhicule,0 - Aucun
2005,200500007775,A01,2 - Véhicule,0 - Aucun
2005,200500007787,B01,2 - Véhicule,0 - Aucun
2005,200500007827,A01,1 - Piéton,0 - Aucun
2005,200500007836,A01,2 - Véhicule,0 - Aucun
2005,200500007843,A01,2 - Véhicule,0 - Aucun
2005,200500007843,B01,2 - Véhicule,0 - Aucun
2005,200500007859,B01,2 - Véhicule,0 - Aucun
2005,200500007927,A01,2 - Véhicule,0 - Aucun
2005,200500007937,A01,2 - Véhicule,0 - Aucun
2005,200500007941,B01,2 - Véhicule,0 - Aucun
2005,200500007956,A01,1 - Piéton,0 - Aucun
2005,200500007964,A01,1 - Piéton,0 - Aucun
2005,200500007970,A01,2 - Véhicule,0 - Aucun
2005,200500008014,A01,1 - Piéton,0 - Aucun
2005,200500008082,A01,1 - Piéton,0 - Aucun
2005,200500008137,B01,1 - Piéton,0 - Aucun
2005,200500008138,A01,2 - Véhicule,0 - Aucun
2005,200500008167,A01,1 - Piéton,0 - Aucun
2005,200500008172,B01,2 - Véhicule,0 - Aucun
2005,200500008250,A01,1 - Piéton,0 - Aucun
2005,200500008301,B01,2 - Véhicule,0 - Aucun
2005,200500008324,A01,1 - Piéton,0 - Aucun
2005,200500008330,B01,2 - Véhicule,0 - Aucun
2005,200500008331,A01,9 - Autre,0 - Aucun
2005,200500008331,B01,2 - Véhicule,0 - Aucun
2005,200500008332,A01,1 - Piéton,0 - Aucun
2005,200500008333,A01,1 - Piéton,0 - Aucun
2005,200500008334,A01,9 - Autre,0 - Aucun
2005,200500008334,B01,2 - Véhicule,0 - Aucun
2005,200500008336,B01,2 - Véhicule,0 - Aucun
2005,200500008339,C01,2 - Véhicule,0 - Aucun
2005,200500008342,A01,1 - Piéton,0 - Aucun
2005,200500008343,A01,1 - Piéton,0 - Aucun
2005,200500008345,A01,2 - Véhicule,0 - Aucun
2005,200500008345,B01,2 - Véhicule,0 - Aucun
2005,200500008350,B01,2 - Véhicule,0 - Aucun
2005,200500008430,A01,1 - Piéton,0 - Aucun
2005,200500008468,B01,2 - Véhicule,0 - Aucun
2005,200500008480,B01,2 - Véhicule,0 - Aucun
2005,200500008581,B01,2 - Véhicule,0 - Aucun
2005,200500008591,A01,1 - Piéton,0 - Aucun
2005,200500008594,A01,2 - Véhicule,0 - Aucun
2005,200500008608,A01,1 - Piéton,0 - Aucun
2005,200500008609,A01,1 - Piéton,0 - Aucun
2005,200500008611,A01,1 - Piéton,0 - Aucun
2005,200500008635,A01,2 - Véhicule,0 - Aucun
2005,200500008654,A01,2 - Véhicule,0 - Aucun
2005,200500008660,A01,1 - Piéton,0 - Aucun
2005,200500008924,A01,2 - Véhicule,0 - Aucun
2005,200500008942,A01,2 - Véhicule,0 - Aucun
2005,200500008979,A01,2 - Véhicule,0 - Aucun
2005,200500009205,A01,1 - Piéton,0 - Aucun
2005,200500009245,A01,9 - Autre,0 - Aucun
2005,200500009277,A01,2 - Véhicule,0 - Aucun
2005,200500009279,B01,2 - Véhicule,0 - Aucun
2005,200500009283,A01,1 - Piéton,0 - Aucun
2005,200500009292,A01,1 - Piéton,0 - Aucun
2005,200500009389,A01,1 - Piéton,0 - Aucun
2005,200500009391,B01,2 - Véhicule,0 - Aucun
2005,200500009391,A01,2 - Véhicule,0 - Aucun
2005,200500009419,A01,2 - Véhicule,0 - Aucun
2005,200500009419,B01,2 - Véhicule,0 - Aucun
2005,200500009422,B01,2 - Véhicule,0 - Aucun
2005,200500009431,A01,2 - Véhicule,0 - Aucun
2005,200500009496,A01,2 - Véhicule,0 - Aucun
2005,200500009568,B01,2 - Véhicule,0 - Aucun
2005,200500009571,B01,2 - Véhicule,0 - Aucun
2005,200500009621,A01,2 - Véhicule,0 - Aucun
2005,200500009621,B01,2 - Véhicule,0 - Aucun
2005,200500009638,B01,2 - Véhicule,0 - Aucun
2005,200500009655,B01,2 - Véhicule,0 - Aucun
2005,200500009656,A01,2 - Véhicule,0 - Aucun
2005,200500009656,B01,2 - Véhicule,0 - Aucun
2005,200500009656,C01,2 - Véhicule,0 - Aucun
2005,200500009658,A01,1 - Piéton,0 - Aucun
2005,200500009718,A01,1 - Piéton,0 - Aucun
2005,200500009770,A01,2 - Véhicule,0 - Aucun
2005,200500009798,A01,1 - Piéton,0 - Aucun
2005,200500009825,A01,2 - Véhicule,0 - Aucun
2005,200500009863,A01,2 - Véhicule,0 - Aucun
2005,200500009863,B01,2 - Véhicule,0 - Aucun
2005,200500009865,A01,1 - Piéton,0 - Aucun
2005,200500009866,A01,1 - Piéton,0 - Aucun
2005,200500009875,A01,2 - Véhicule,0 - Aucun
2005,200500009883,A01,1 - Piéton,0 - Aucun
2005,200500009887,A01,1 - Piéton,0 - Aucun
2005,200500009908,D01,2 - Véhicule,0 - Aucun
2005,200500009908,E01,2 - Véhicule,0 - Aucun
2005,200500009926,A01,1 - Piéton,0 - Aucun
2005,200500009952,A01,1 - Piéton,0 - Aucun
2005,200500009953,A01,1 - Piéton,0 - Aucun
2005,200500009957,A01,1 - Piéton,0 - Aucun
2005,200500009968,A01,1 - Piéton,0 - Aucun
2005,200500010040,A01,1 - Piéton,0 - Aucun
2005,200500010057,A01,1 - Piéton,0 - Aucun
2005,200500010066,A01,2 - Véhicule,0 - Aucun
2005,200500010066,B01,2 - Véhicule,0 - Aucun
2005,200500010079,B01,2 - Véhicule,0 - Aucun
2005,200500010083,B01,2 - Véhicule,0 - Aucun
2005,200500010086,A01,1 - Piéton,0 - Aucun
2005,200500010120,A01,2 - Véhicule,0 - Aucun
2005,200500010120,B01,2 - Véhicule,0 - Aucun
2005,200500010120,C01,2 - Véhicule,0 - Aucun
2005,200500010123,A01,2 - Véhicule,0 - Aucun
2005,200500010133,B01,2 - Véhicule,0 - Aucun
2005,200500010133,C01,2 - Véhicule,0 - Aucun
2005,200500010133,D01,2 - Véhicule,0 - Aucun
2005,200500010265,B01,9 - Autre,0 - Aucun
2005,200500010266,A01,2 - Véhicule,0 - Aucun
2005,200500010269,A01,2 - Véhicule,0 - Aucun
2005,200500010269,B01,2 - Véhicule,0 - Aucun
2005,200500010313,B01,2 - Véhicule,0 - Aucun
2005,200500010315,A01,1 - Piéton,0 - Aucun
2005,200500010434,A01,1 - Piéton,0 - Aucun
2005,200500010466,B02,2 - Véhicule,0 - Aucun
2005,200500010478,A01,1 - Piéton,0 - Aucun
2005,200500010650,B02,2 - Véhicule,0 - Aucun
2005,200500010665,A01,1 - Piéton,0 - Aucun
2005,200500010804,A01,2 - Véhicule,0 - Aucun
2005,200500010936,A01,2 - Véhicule,0 - Aucun
2005,200500010937,A01,6 - Animal sauvage,0 - Aucun
2005,200500011091,B02,2 - Véhicule,0 - Aucun
2005,200500011092,A01,2 - Véhicule,0 - Aucun
2005,200500011144,A01,9 - Autre,0 - Aucun
2005,200500011674,A01,2 - Véhicule,0 - Aucun
2005,200500011674,B02,2 - Véhicule,0 - Aucun
2005,200500011833,C03,2 - Véhicule,0 - Aucun
2005,200500012032,B01,2 - Véhicule,0 - Aucun
2005,200500012045,A01,2 - Véhicule,0 - Aucun
2005,200500012045,B01,2 - Véhicule,0 - Aucun
2005,200500012066,B01,2 - Véhicule,0 - Aucun
2005,200500012069,B01,2 - Véhicule,0 - Aucun
2005,200500012127,A01,1 - Piéton,0 - Aucun
2005,200500012276,A01,1 - Piéton,0 - Aucun
2005,200500012279,A01,1 - Piéton,0 - Aucun
2005,200500012280,B02,2 - Véhicule,0 - Aucun
2005,200500012420,A01,2 - Véhicule,0 - Aucun
2005,200500012479,A01,1 - Piéton,0 - Aucun
2005,200500012846,A01,2 - Véhicule,0 - Aucun
2005,200500012863,B02,2 - Véhicule,0 - Aucun
2005,200500012892,A01,2 - Véhicule,0 - Aucun
2005,200500013005,A01,1 - Piéton,0 - Aucun
2005,200500013011,A01,2 - Véhicule,0 - Aucun
2005,200500013077,A01,2 - Véhicule,0 - Aucun
2005,200500013077,B02,2 - Véhicule,0 - Aucun
2005,200500013079,A01,1 - Piéton,0 - Aucun
2005,200500013204,C03,2 - Véhicule,0 - Aucun
2005,200500013207,A01,2 - Véhicule,0 - Aucun
2005,200500013309,B02,2 - Véhicule,0 - Aucun
2005,200500013414,B02,2 - Véhicule,0 - Aucun
2005,200500013471,A01,5 - Animal domestique,0 - Aucun
2005,200500013596,A01,2 - Véhicule,0 - Aucun
2005,200500013596,B02,2 - Véhicule,0 - Aucun
2005,200500013844,B02,2 - Véhicule,0 - Aucun
2005,200500013858,A01,2 - Véhicule,0 - Aucun
2005,200500013930,C03,2 - Véhicule,0 - Aucun
2005,200500014008,A01,2 - Véhicule,0 - Aucun
2005,200500014014,A01,2 - Véhicule,0 - Aucun
2005,200500014021,A01,1 - Piéton,0 - Aucun
2005,200500014051,A01,2 - Véhicule,0 - Aucun
2005,200500014069,A01,2 - Véhicule,0 - Aucun
2005,200500014107,A01,2 - Véhicule,0 - Aucun
2005,200500014134,A01,2 - Véhicule,0 - Aucun
2005,200500014156,A01,1 - Piéton,0 - Aucun
2005,200500014175,B01,2 - Véhicule,0 - Aucun
2005,200500014261,A01,1 - Piéton,0 - Aucun
2005,200500014297,A01,2 - Véhicule,0 - Aucun
2005,200500014301,A01,1 - Piéton,0 - Aucun
2005,200500014306,B01,2 - Véhicule,0 - Aucun
2005,200500014335,A01,2 - Véhicule,0 - Aucun
2005,200500014339,A01,2 - Véhicule,0 - Aucun
2005,200500014342,B01,2 - Véhicule,0 - Aucun
2005,200500014366,B01,2 - Véhicule,0 - Aucun
2005,200500014375,A01,1 - Piéton,0 - Aucun
2005,200500014377,A01,1 - Piéton,0 - Aucun
2005,200500014385,A01,9 - Autre,0 - Aucun
2005,200500014385,B01,2 - Véhicule,0 - Aucun
2005,200500014413,A01,2 - Véhicule,0 - Aucun
2005,200500014432,A01,1 - Piéton,0 - Aucun
2005,200500014441,B01,2 - Véhicule,0 - Aucun
2005,200500014444,A01,2 - Véhicule,0 - Aucun
2005,200500014444,B01,2 - Véhicule,0 - Aucun
2005,200500014455,A01,2 - Véhicule,0 - Aucun
2005,200500014455,B01,2 - Véhicule,0 - Aucun
2005,200500014456,A01,2 - Véhicule,0 - Aucun
2005,200500014463,A01,2 - Véhicule,0 - Aucun
2005,200500014463,B01,9 - Autre,0 - Aucun
2005,200500014465,A01,2 - Véhicule,0 - Aucun
2005,200500014465,B01,2 - Véhicule,0 - Aucun
2005,200500014466,A01,2 - Véhicule,0 - Aucun
2005,200500014474,A01,1 - Piéton,0 - Aucun
2005,200500014491,A01,1 - Piéton,0 - Aucun
2005,200500014495,B01,2 - Véhicule,0 - Aucun
2005,200500014534,B01,9 - Autre,0 - Aucun
2005,200500014545,B01,2 - Véhicule,0 - Aucun
2005,200500014563,A01,1 - Piéton,0 - Aucun
2005,200500014633,A01,1 - Piéton,0 - Aucun
2005,200500014647,A01,2 - Véhicule,0 - Aucun
2005,200500014651,A01,2 - Véhicule,0 - Aucun
2005,200500014675,A01,1 - Piéton,0 - Aucun
2005,200500014713,B01,2 - Véhicule,0 - Aucun
2005,200500014737,A01,1 - Piéton,0 - Aucun
2005,200500014752,A01,2 - Véhicule,0 - Aucun
2005,200500014789,A01,2 - Véhicule,0 - Aucun
2005,200500014803,A01,2 - Véhicule,0 - Aucun
2005,200500014853,A01,1 - Piéton,0 - Aucun
2005,200500014854,A01,1 - Piéton,0 - Aucun
2005,200500014894,A01,2 - Véhicule,0 - Aucun
2005,200500014950,A01,2 - Véhicule,0 - Aucun
2005,200500014953,A01,1 - Piéton,0 - Aucun
2005,200500014955,A01,2 - Véhicule,0 - Aucun
2005,200500014968,A01,9 - Autre,0 - Aucun
2005,200500014984,A01,1 - Piéton,0 - Aucun
2005,200500015052,A01,2 - Véhicule,0 - Aucun
2005,200500015052,B01,2 - Véhicule,0 - Aucun
